"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
1250990,"November 6, 2018",Oklahoma,Enid,"831 E Oklahoma Ave",0,1,N/A
1247757,"November 5, 2018",Georgia,Athens,"Ponderosa Dr",1,2,N/A
1250691,"November 5, 2018",Georgia,Covington,"Brookwood Dr",1,0,N/A
1248749,"November 5, 2018",Oklahoma,"Oklahoma City","N Military Ave and NW 50th St",0,0,N/A
1248728,"November 4, 2018",Missouri,"Saint Louis (University City)",N/A,1,0,N/A
1251551,"November 4, 2018","North Carolina",Greenville,"1300 block of Westpointe Dr",0,0,N/A
1247502,"November 4, 2018","New Mexico","Santa Fe","4501 San Ignacio Rd",0,1,N/A
1248014,"November 3, 2018",Louisiana,"La Place (Laplace)","Sugar Pine St",1,0,N/A
1248992,"November 3, 2018",Maryland,Waldorf,"2200 block of Westwood Dr",0,0,N/A
1247311,"November 2, 2018",Colorado,Denver,"N Downing St and 14th Ave",1,0,N/A
1247403,"November 2, 2018",Louisiana,"New Orleans","4600 block of Rosemont Pl",0,0,N/A
1251535,"November 2, 2018","North Carolina",Fayetteville,"500 block of Northview Dr",0,1,N/A
1247990,"November 2, 2018",Tennessee,Dresden,"Gardiner Rd",0,0,N/A
1246432,"November 2, 2018","North Carolina","Chapel Hill","810 Old Fayetteville Rd",1,1,N/A
1250451,"November 2, 2018",Florida,Windermere,"13300 block of Zori Ln",0,0,N/A
1248102,"November 2, 2018",Massachusetts,Brockton,"15 Johnson Ct",0,2,N/A
1246237,"November 1, 2018",Pennsylvania,Pottstown,"162 Charlotte St",0,1,N/A
1246047,"November 1, 2018","South Carolina",Lancaster,"1424 Kings Cir",0,1,N/A
1246167,"November 1, 2018",Ohio,Cleveland,"17500 block of Euclid Ave",1,0,N/A
1245990,"November 1, 2018","South Carolina",Centerville,"116 Norfolk Cir",0,1,N/A
1245321,"November 1, 2018",Pennsylvania,"Pittsburgh (Mount Oliver)","100 block of Sherman Ave",1,0,N/A
1245908,"October 31, 2018",Georgia,Quitman,"900 block of N Washington St",0,1,N/A
1244994,"October 31, 2018",Oklahoma,Tulsa,"6951 E 15th Pl",0,1,N/A
1244754,"October 31, 2018",Michigan,Detroit,"19000 block of Langholm St",1,3,N/A
1244855,"October 31, 2018",Mississippi,Clarksdale,"900 block of Cheyenne St",1,1,N/A
1246289,"October 31, 2018",Indiana,Indianapolis,"8851 Springside Ln E",0,0,N/A
1244802,"October 31, 2018",Louisiana,Houma,"500 block of Louise St",0,0,N/A
1248172,"October 31, 2018",Louisiana,"New Orleans","Privateer Pl",0,0,N/A
1245024,"October 31, 2018",Texas,"Fort Worth","6520 Red Sierra Dr",0,1,N/A
1244233,"October 30, 2018",Oklahoma,"Oklahoma City","1800 block of NE 51st St",0,1,N/A
1244506,"October 30, 2018",Ohio,Cleveland,"E 78th St and Broadway Ave",1,1,N/A
1244723,"October 30, 2018",Kentucky,Guthrie,"N Ewing St",0,0,N/A
1244724,"October 30, 2018",Kentucky,Hopkinsville,"E 1st St and Jago Rd",0,0,N/A
1244694,"October 30, 2018",Tennessee,Memphis,"3000 block of Knight Ln",0,0,N/A
1244099,"October 30, 2018","North Carolina",Raleigh,"100 block of Idlewild Ave",0,0,N/A
1244460,"October 30, 2018",Iowa,"Des Moines","1300 block of Hutton St",0,1,N/A
1245030,"October 30, 2018",Texas,Houston,"Greens Pkwy and Greens Plaza Dr",0,1,N/A
1244558,"October 29, 2018",Ohio,Warren,"Edgehill Ave SE",0,1,N/A
1244135,"October 29, 2018",Mississippi,Clarksdale,"900 block of Cheyenne Street",1,1,N/A
1243777,"October 29, 2018",Idaho,"Post Falls","900 block of S Spokane St",1,0,N/A
1244598,"October 29, 2018","New York","Corona (Queens)","38-30 Crescent St",0,0,N/A
1262494,"October 29, 2018",Ohio,Coshocton,"400 block of N 8th St",0,0,N/A
1244430,"October 29, 2018",Arkansas,"Little Rock","5200 block of Stanley Drive",0,1,N/A
1245131,"October 29, 2018",Maine,Waterville,"Elm St",0,0,N/A
1245040,"October 29, 2018",Texas,"Humble (Atascocita)","5303 Atascocita Rd",0,1,N/A
1243148,"October 28, 2018",Nevada,"Las Vegas","8100 block of W Charleston Blvd",1,0,N/A
1262960,"October 28, 2018",Georgia,Rome,N/A,0,0,N/A
1244070,"October 28, 2018","South Carolina","Rock Hill","Stoney Pointe Dr",0,2,N/A
1244019,"October 27, 2018","South Carolina",Orangeburg,"Geneva Rd",1,0,N/A
1242162,"October 27, 2018","North Carolina",Hendersonville,"HS Dalton Rd",0,2,N/A
1244356,"October 27, 2018","Rhode Island",Pawtucket,"440 Kenyon Ave",0,2,N/A
1243523,"October 27, 2018",California,"San Diego","1500 block of Oro Vista Rd",0,0,N/A
1242855,"October 27, 2018",California,"Long Beach (North Long Beach)","200 block of Orleans Way",0,0,N/A
1242953,"October 27, 2018",Nebraska,Hebron,"600 block of Jefferson Ave",1,1,N/A
1251155,"October 27, 2018",Maryland,"Gaithersburg (Darnestown)","600 block of Seneca Rd",0,0,N/A
1243817,"October 27, 2018",Wisconsin,Madison,"4700 block of Cottage Grove Rd",0,1,N/A
1244898,"October 26, 2018",Florida,Orlando,"9800 block of Heron Pointe Dr",0,1,N/A
1241557,"October 26, 2018",California,Modesto,"1300 block of Conrad Way",0,1,N/A
1243518,"October 26, 2018",California,"San Diego","Camino De La Reina",0,0,N/A
1241459,"October 26, 2018",Kentucky,Lexington,"1820 Jacks Creek Pike",0,0,N/A
1242786,"October 26, 2018","New York","Staten Island","Ibsen Ave",0,2,N/A
1244118,"October 26, 2018",Washington,Snohomish,"19100 block of Yew Way",0,0,N/A
1243379,"October 26, 2018","North Carolina",Asheville,"French Broad Ave",0,1,N/A
1243188,"October 26, 2018",Oregon,Portland,"5100 block of SE 111th Ave",0,0,N/A
1241738,"October 26, 2018","New Mexico",Albuquerque,"208 63rd St NW",1,0,N/A
1241084,"October 25, 2018","New Mexico",Ruidoso,"239 Country Club Dr",1,1,N/A
1241145,"October 25, 2018",Texas,"San Antonio","4025 Mystic Sunrise Dr",1,2,N/A
1241004,"October 25, 2018",Louisiana,"New Orleans","3200 block of Louisiana Avenue Pkwy",0,0,N/A
1241512,"October 25, 2018",Tennessee,Knoxville,"1616 Clinch Ave",0,0,N/A
1240500,"October 24, 2018","New York",Chappaqua,"Pond Hill Rd",0,0,N/A
1242272,"October 24, 2018",Pennsylvania,Erie,"2900 block of Vienna Rd",0,0,N/A
1251258,"October 24, 2018",Florida,"Miami Beach","Pennsylvania Ave and Ninth St",0,1,N/A
1241106,"October 24, 2018",Florida,Gotha,"3500 block of Furlong Way",0,1,N/A
1358201,"October 24, 2018",Georgia,"Carroll (county)",N/A,1,0,N/A
1240577,"October 24, 2018",Georgia,Savannah,"1425 King George Blvd",0,0,N/A
1240660,"October 23, 2018",Colorado,Denver,"1000 block of S Gilpin St",0,0,N/A
1240482,"October 23, 2018",Ohio,Cleveland,"Fairfax Ave and Lee Rd",0,1,N/A
1241030,"October 23, 2018",Louisiana,"Lake Charles",N/A,0,0,N/A
1240520,"October 23, 2018",Florida,Windermere,"5801 Nature View Dr",0,1,N/A
1239380,"October 23, 2018",Washington,"Seattle (Seatac)","20400 block of 15th Ave S",0,0,N/A
1241353,"October 23, 2018",Maryland,Chestertown,"100 block of N Mill St",0,0,N/A
1239700,"October 22, 2018",Florida,Deland,N/A,0,1,N/A
1254390,"October 22, 2018","New York","Corona (Queens)","Parsons Blvd and 34th Ave",0,0,N/A
1238837,"October 22, 2018",Indiana,Muncie,"800 block of N Jefferson St",0,0,N/A
1240129,"October 22, 2018",Wisconsin,Madison,"Winchester St",0,0,N/A
1239157,"October 22, 2018",Michigan,Detroit,"12200 block of Grandmont Ave",0,1,N/A
1237904,"October 21, 2018",Colorado,Greeley,"1500 block of 88th Ave Ct",0,2,N/A
1239566,"October 21, 2018",Indiana,Clinton,N/A,0,0,N/A
1237773,"October 21, 2018",Alabama,Athens,"Sewell Rd",0,0,N/A
1239621,"October 21, 2018","New Jersey",Pleasantville,"105 E Ridgewood Ave",0,0,N/A
1241517,"October 20, 2018",Tennessee,Knoxville,"Sweetview Way",0,0,N/A
1237669,"October 20, 2018",Oregon,Bend,"20000 block of NE Sierra Dr",2,0,N/A
1241340,"October 20, 2018",Maryland,Aberdeen,"1112 S Philadelphia Blvd",0,0,N/A
1239985,"October 20, 2018",Louisiana,"New Orleans","4500 block of Camelot Dr",0,0,N/A
1236404,"October 19, 2018","North Carolina","Chapel Hill","5333 Lucas Farm Ln",0,1,N/A
1236705,"October 19, 2018",Florida,"Palm Bay","900 block of Cotorro Rd",2,0,N/A
1236795,"October 19, 2018",Arkansas,"North Little Rock","2223 W Short 17th St",1,0,N/A
1237276,"October 19, 2018","New York",Oneida,"Stone St",0,0,N/A
1239316,"October 18, 2018",Ohio,Cleveland,"2239 Forestdale Ave",0,2,N/A
1236019,"October 18, 2018","Rhode Island","North Scituate (Scituate)","Matteson Rd",0,0,N/A
1237268,"October 18, 2018",Illinois,Chicago,"8700 block of S Euclid Ave",0,1,N/A
1235607,"October 18, 2018","North Carolina",Lexington,"423 Elwin Cir",0,1,N/A
1236507,"October 18, 2018",Pennsylvania,Easton,"2100 block of Freemansburg Ave",0,0,N/A
1358798,"October 18, 2018",Oregon,"Happy Valley","8900 block of SE 139th Avenue",0,0,N/A
1235657,"October 17, 2018",Missouri,Columbia,"100 block of W N Cedar Lake Dr",0,0,N/A
1235609,"October 17, 2018",Indiana,Anderson,"2300 block of Chase St",0,0,N/A
1270792,"October 17, 2018","New Jersey","Cape May (North Cape May)","100 block of Old Mill Rd",0,1,N/A
1234918,"October 17, 2018",Washington,Longview,"605 California Way",1,0,N/A
1234985,"October 17, 2018",Maryland,"Temple Hills","4300 block of 23rd Pl",1,0,N/A
1235187,"October 17, 2018",Texas,"San Antonio","6200 Old Pearsall Rd",1,1,N/A
1235278,"October 17, 2018",Texas,Denison,"400 block of Martin Luther King St",0,0,N/A
1234062,"October 16, 2018",Tennessee,Madison,"1120 Florence Ave",0,0,N/A
1269418,"October 16, 2018",Virginia,Norfolk,"Ruffin St",0,0,N/A
1234364,"October 16, 2018",Illinois,Alton,"200 block of W Delmar Ave",1,0,N/A
1233981,"October 16, 2018",Florida,"Spring Hill","12271 Legend St",1,0,N/A
1235113,"October 15, 2018",California,"San Diego","3200 block of Bramson Place",0,0,N/A
1234352,"October 15, 2018",Massachusetts,Southwick,"156 Vining Hills Rd",0,1,N/A
1250917,"October 15, 2018",Georgia,Gainesville,"Graham Cir",1,0,N/A
1233700,"October 15, 2018",Kentucky,Louisville,"1500 block of W Chestnut St",0,0,N/A
1244833,"October 15, 2018","New York",Huntington,"311 New York Ave",0,0,N/A
1233396,"October 15, 2018","New Jersey",Trenton,"1500 block of Genesee St",0,1,N/A
1233240,"October 15, 2018",Oklahoma,"Oklahoma City","SW 74th St and S May Ave",0,0,N/A
1233821,"October 15, 2018","New York","Rockville Centre (Lakeview)","Mahopac Rd",0,0,N/A
1233743,"October 15, 2018",Wisconsin,Barron,"1268 US 8",2,0,N/A
1235100,"October 14, 2018",Tennessee,Memphis,N/A,0,0,N/A
1233425,"October 14, 2018",Virginia,Bedford,"1100 block E Lois Ct",1,0,N/A
1232572,"October 14, 2018","New York",Brooklyn,"Livonia Ave",0,0,N/A
1233477,"October 14, 2018",Louisiana,"New Orleans","S Oak Ridge Ct",0,1,N/A
1233482,"October 14, 2018",Kentucky,Louisville,"2100 block of Goldsmith Ln",2,0,N/A
1232850,"October 14, 2018",Delaware,Dover,"428 N DuPont Hwy",0,1,N/A
1244777,"October 14, 2018",Oklahoma,Tulsa,"N Greenwood Pl",3,0,N/A
1232548,"October 14, 2018","New Jersey","Ridgefield Park","19 Gordon St",0,1,N/A
1240313,"October 13, 2018","West Virginia","Gallipolis Ferry","4500 block of Millstone Rd",0,0,N/A
1233454,"October 13, 2018",Pennsylvania,Tobyhanna,"Deerfield Dr",0,0,N/A
1233918,"October 12, 2018",Ohio,Cleveland,"Middlebrook Blvd",0,1,N/A
1241522,"October 12, 2018",Tennessee,Knoxville,"Highland Crest Way",0,0,N/A
1231929,"October 12, 2018",Kentucky,Henderson,"3600 block of Jason Ave",0,0,N/A
1235260,"October 12, 2018",Oklahoma,Durant,"W Pine St",0,0,N/A
1231484,"October 11, 2018",Delaware,Lewes,"19000 block of Ward Rd",0,0,N/A
1233862,"October 11, 2018",Maryland,"Mount Airy","1400 block of Village Oaks Ct",0,0,N/A
1230898,"October 11, 2018",Florida,"Hollywood (West Park)","5200 block of SW 20th St",0,0,N/A
1230686,"October 11, 2018",Oklahoma,"Oklahoma City (Nichols Hills)","1200 block of Belford Ave",0,1,N/A
1230469,"October 11, 2018",Tennessee,Knoxville,"2400 block of Lamp Dr",1,0,N/A
1230737,"October 10, 2018",Florida,Century,"Lake St",0,1,N/A
1232263,"October 10, 2018",Ohio,Bedford,"Gould Ave",1,0,N/A
1230992,"October 10, 2018",Florida,"Cape Coral","SW 14th Place",0,0,N/A
1229174,"October 9, 2018","New York","Niagara Falls","3700 block of McKoon Ave",0,0,N/A
1229925,"October 9, 2018",Tennessee,Nashville,"100 block of Charles Ct",0,0,N/A
1229852,"October 9, 2018",Pennsylvania,Scranton,"800 block of Moosic St",0,0,N/A
1230894,"October 9, 2018",Florida,Madison,"S FL 53",1,0,N/A
1229717,"October 9, 2018","North Carolina",Charlotte,"9200 Willow Ridge Rd",1,0,N/A
1229144,"October 9, 2018",Missouri,"Saint Louis","4201 Peyton Ln",1,0,N/A
1230193,"October 9, 2018",Michigan,Detroit,"7000 Evergreen Rd",0,1,N/A
1231259,"October 9, 2018","New Mexico",Lovington,"300 block of N Eddy St",0,0,N/A
1229269,"October 9, 2018",Nebraska,Lincoln,"Cornhusker Hwy and N 35th St",0,1,N/A
1229049,"October 8, 2018",Massachusetts,Canton,"236 Neponset St",0,0,N/A
1228898,"October 8, 2018",California,"Chino Hills","15920 Pomona Rincon Rd",0,0,N/A
1228387,"October 7, 2018",Tennessee,Nashville,"Montgomery Ave",0,0,N/A
1227351,"October 7, 2018","New Mexico",Albuquerque,"4710 Montgomery Blvd NE",0,1,N/A
1227738,"October 7, 2018",Illinois,Chicago,"5700 block of N Spaulding Ave",1,1,N/A
1227176,"October 7, 2018",Missouri,"Kansas City (Raytown)","5700 block of Elm Ave",1,2,N/A
1227907,"October 7, 2018",Louisiana,Shreveport,"3000 block of Marquette Ave",1,0,N/A
1228433,"October 6, 2018",Minnesota,"Eden Prairie","Jennifer Ct",0,0,N/A
1227698,"October 6, 2018",Colorado,"Colorado Springs","2700 block of Flintridge Cir",1,0,N/A
1228089,"October 6, 2018",Virginia,Richmond,"300 block of Starview Ln",0,1,N/A
1227486,"October 5, 2018",Oklahoma,Enid,"4800 block of W Ritchie Ave",0,1,N/A
1226048,"October 5, 2018",Arkansas,"Little Rock","1022 E 9th St",0,0,N/A
1228310,"October 5, 2018",Georgia,Moultrie,"100 block of 30th Ave NE",0,0,N/A
1225978,"October 5, 2018",Louisiana,Deville,"40 block of Roy Blair Rd",0,1,N/A
1225680,"October 5, 2018",Texas,Houston,"Clinton Park St and De Haven St",0,2,N/A
1225899,"October 5, 2018",Virginia,Hampton,"1800 block of Hurst Dr",1,0,N/A
1225763,"October 5, 2018","South Carolina",Columbia,"2210 Waverly St",1,1,N/A
1226285,"October 5, 2018",Texas,Houston,"8400 block of Hammerly",0,1,N/A
1226632,"October 4, 2018","South Carolina","Rock Hill","1600 block of India Hook Rd",0,0,N/A
1225935,"October 4, 2018",California,Alamo,"700 block of Evelyn Court",0,0,N/A
1225857,"October 4, 2018",Tennessee,Chattanooga,"8200 block of Standifer Gap Rd",0,1,N/A
1225283,"October 4, 2018","New Mexico",Albuquerque,"400 block of Avital Dr",1,0,N/A
1245055,"October 3, 2018","New Mexico",Tucumcari,"3900 block of E Maple Ave",0,0,N/A
1358569,"October 3, 2018","New Jersey","North Bergen","41st St and Liberty Ave",0,0,N/A
1223843,"October 3, 2018",Georgia,Athens,"Atlanta Ave",0,0,N/A
1225215,"October 3, 2018",Oklahoma,"Oklahoma City","8501 Candlewood Dr",1,0,N/A
1223998,"October 3, 2018","South Carolina",Rowesville,"Rowesville Rd",0,0,N/A
1224126,"October 2, 2018","North Carolina","High Point",N/A,0,0,N/A
1223118,"October 2, 2018",Delaware,Dover,"50 Webbs Ln",0,1,N/A
1223825,"October 2, 2018",Tennessee,Hixson,"1600 block of Thrasher Pike",0,0,N/A
